customer_id,order_date,product,first_order_date
1005,2014-01-23,whipped/sour cream,2014-01-09
1005,2014-01-23,margarine,2014-01-09
1006,2014-04-09,whole milk,2014-04-09
1006,2014-04-09,rice,2014-04-09
1006,2014-07-05,bottled water,2014-04-09
1006,2014-07-05,softener,2014-04-09
1006,2014-07-05,rolls/buns,2014-04-09
1006,2014-07-11,shopping bags,2014-04-09
1006,2014-07-11,skin care,2014-04-09
1006,2015-06-14,whole milk,2014-04-09
1006,2015-06-14,frankfurter,2014-04-09
1006,2015-06-14,chicken,2014-04-09
1006,2015-06-14,frankfurter,2014-04-09
1006,2015-06-14,flour,2014-04-09
1006,2015-06-14,chocolate,2014-04-09
1006,2015-06-14,bottled beer,2014-04-09
1006,2015-06-14,rolls/buns,2014-04-09
1008,2015-07-21,tropical fruit,2015-07-21
1008,2015-07-21,soda,2015-07-21
1008,2015-07-21,yogurt,2015-07-21
1008,2015-07-21,root vegetables,2015-07-21
1008,2015-07-21,yogurt,2015-07-21
1008,2015-07-21,domestic eggs,2015-07-21
1008,2015-07-21,white wine,2015-07-21
1008,2015-07-21,photo/film,2015-07-21
1008,2015-10-03,hamburger meat,2015-07-21
1008,2015-10-03,liquor (appetizer),2015-07-21
1008,2015-10-03,liver loaf,2015-07-21
1008,2015-10-03,dessert,2015-07-21
1009,2014-01-24,canned fish,2014-01-24
1009,2014-01-24,cocoa drinks,2014-01-24
1009,2015-05-14,tropical fruit,2014-01-24
1009,2015-05-14,yogurt,2014-01-24
1009,2015-09-23,pastry,2014-01-24
1009,2015-09-23,ketchup,2014-01-24
1009,2015-10-05,herbs,2014-01-24
1009,2015-10-05,yogurt,2014-01-24
1009,2015-10-05,newspapers,2014-01-24
1010,2014-03-05,pip fruit,2014-03-05
1010,2014-03-05,coffee,2014-03-05
1010,2014-03-05,UHT-milk,2014-03-05
1010,2014-04-10,kitchen towels,2014-03-05
1010,2014-04-10,sliced cheese,2014-03-05
1010,2014-08-23,bottled water,2014-03-05
1010,2014-08-23,specialty bar,2014-03-05
1010,2014-08-27,frankfurter,2014-03-05
1010,2014-08-27,bottled water,2014-03-05
1010,2015-07-31,pip fruit,2014-03-05
1010,2015-07-31,candles,2014-03-05
1010,2015-07-31,rolls/buns,2014-03-05
1011,2014-02-15,citrus fruit,2014-02-15
1011,2014-02-15,candy,2014-02-15
1011,2014-02-15,bottled water,2014-02-15
1011,2014-02-15,rolls/buns,2014-02-15
1011,2014-06-02,curd cheese,2014-02-15
1011,2014-06-02,pastry,2014-02-15
1011,2015-12-09,whole milk,2014-02-15
1011,2015-12-09,frankfurter,2014-02-15
1011,2015-12-09,candles,2014-02-15
1011,2015-12-09,grapes,2014-02-15
1011,2015-12-09,herbs,2014-02-15
1011,2015-12-09,other vegetables,2014-02-15
1011,2015-12-09,yogurt,2014-02-15
1012,2014-06-22,frozen vegetables,2014-06-22
1012,2014-06-22,brown bread,2014-06-22
1012,2015-03-27,processed cheese,2014-06-22
1012,2015-03-27,whole milk,2014-06-22
1012,2015-10-03,frankfurter,2014-06-22
1012,2015-10-03,yogurt,2014-06-22
1012,2015-11-19,tropical fruit,2014-06-22
1012,2015-11-19,root vegetables,2014-06-22
1012,2015-11-19,rolls/buns,2014-06-22
1012,2015-11-19,onions,2014-06-22
1012,2015-11-19,shopping bags,2014-06-22
1013,2014-01-17,hard cheese,2014-01-17
1013,2014-01-17,napkins,2014-01-17
1013,2014-01-17,bottled water,2014-01-17
1013,2014-02-20,whole milk,2014-01-17
1013,2014-02-20,candy,2014-01-17
1013,2014-03-26,tropical fruit,2014-01-17
1013,2014-03-26,frozen vegetables,2014-01-17
1013,2014-03-28,mustard,2014-01-17
1013,2014-03-28,whipped/sour cream,2014-01-17
1013,2014-07-15,other vegetables,2014-01-17
1013,2014-07-15,mustard,2014-01-17
1013,2014-11-12,root vegetables,2014-01-17
1013,2014-11-12,mayonnaise,2014-01-17
1013,2015-07-02,frozen meals,2014-01-17
1013,2015-07-02,whole milk,2014-01-17
1013,2015-10-02,white bread,2014-01-17
1013,2015-10-02,meat,2014-01-17
1013,2015-10-02,domestic eggs,2014-01-17
1013,2015-10-02,roll products ,2014-01-17
1014,2014-09-04,hamburger meat,2014-09-04
1014,2014-09-04,butter milk,2014-09-04
1014,2014-10-06,whole milk,2014-09-04
1014,2014-10-06,rolls/buns,2014-09-04
1014,2015-01-04,canned beer,2014-09-04
1014,2015-01-04,cookware,2014-09-04
1014,2015-10-03,whole milk,2014-09-04
1014,2015-10-03,sausage,2014-09-04
1014,2015-10-03,bottled beer,2014-09-04
1014,2015-10-03,yogurt,2014-09-04
1015,2014-06-28,fruit/vegetable juice,2014-06-28
1015,2014-06-28,rolls/buns,2014-06-28
1015,2014-06-28,chocolate,2014-06-28
1015,2015-03-22,salty snack,2014-06-28
1015,2015-03-22,beef,2014-06-28
1015,2015-05-04,citrus fruit,2014-06-28
1015,2015-05-04,whole milk,2014-06-28
1016,2015-04-23,soft cheese,2015-04-23
1016,2015-04-23,pip fruit,2015-04-23
1016,2015-07-19,chicken,2015-04-23
1016,2015-07-19,red/blush wine,2015-04-23
1016,2015-09-30,rolls/buns,2015-04-23
1016,2015-09-30,frankfurter,2015-04-23
1016,2015-09-30,oil,2015-04-23
1016,2015-09-30,pip fruit,2015-04-23
1016,2015-09-30,mayonnaise,2015-04-23
1016,2015-10-05,UHT-milk,2015-04-23
1016,2015-10-05,bottled beer,2015-04-23
1017,2014-02-21,other vegetables,2014-02-21
1017,2014-02-21,root vegetables,2014-02-21
1017,2014-06-19,yogurt,2014-02-21
1017,2014-06-19,beef,2014-02-21
1017,2014-10-14,brown bread,2014-02-21
1017,2014-10-14,pet care,2014-02-21
1017,2015-05-16,other vegetables,2014-02-21
1017,2015-05-16,rolls/buns,2014-02-21
1017,2015-09-30,soda,2014-02-21
1017,2015-09-30,dessert,2014-02-21
1017,2015-09-30,shopping bags,2014-02-21
1018,2014-04-15,beverages,2014-04-15
1018,2014-04-15,domestic eggs,2014-04-15
1018,2014-05-27,berries,2014-04-15
1018,2014-05-27,cake bar,2014-04-15
1018,2014-10-01,curd,2014-04-15
1018,2014-10-01,long life bakery product,2014-04-15
1018,2015-05-23,butter milk,2014-04-15
1018,2015-05-23,root vegetables,2014-04-15
1019,2014-12-10,hamburger meat,2014-12-10
1019,2014-12-10,red/blush wine,2014-12-10
1020,2014-07-19,frozen meals,2014-07-19
1020,2014-07-19,butter,2014-07-19
1020,2014-07-19,newspapers,2014-07-19
1020,2014-07-19,yogurt,2014-07-19
1020,2014-08-12,canned beer,2014-07-19
1020,2014-08-12,shopping bags,2014-07-19
1020,2015-10-13,canned beer,2014-07-19
1020,2015-10-13,spices,2014-07-19
1020,2015-10-13,rolls/buns,2014-07-19
1020,2015-10-13,frozen fish,2014-07-19
1021,2014-05-30,sliced cheese,2014-05-30
1021,2014-05-30,butter,2014-05-30
1021,2015-10-22,liquor,2014-05-30
1021,2015-10-22,curd,2014-05-30
1021,2015-10-22,yogurt,2014-05-30
1021,2015-10-22,tropical fruit,2014-05-30
1021,2015-11-07,rolls/buns,2014-05-30
1021,2015-11-07,baking powder,2014-05-30
1022,2014-02-22,beef,2014-02-22
1022,2014-02-22,napkins,2014-02-22
1022,2014-03-25,whole milk,2014-02-22
1022,2014-03-25,whipped/sour cream,2014-02-22
1022,2014-06-07,sausage,2014-02-22
1022,2014-06-07,fruit/vegetable juice,2014-02-22
1023,2014-05-17,chicken,2014-05-17
1023,2014-05-17,frozen meals,2014-05-17
1023,2014-05-22,male cosmetics,2014-05-17
1023,2014-05-22,curd,2014-05-17
1023,2014-06-13,domestic eggs,2014-05-17
1023,2014-06-13,soda,2014-05-17
1023,2014-12-30,sausage,2014-05-17
1023,2014-12-30,whipped/sour cream,2014-05-17
1023,2014-12-30,specialty bar,2014-05-17
1023,2015-01-06,whipped/sour cream,2014-05-17
1023,2015-01-06,root vegetables,2014-05-17
1023,2015-01-06,rolls/buns,2014-05-17
1023,2015-01-06,packaged fruit/vegetables,2014-05-17
1023,2015-06-28,white bread,2014-05-17
1023,2015-06-28,bottled beer,2014-05-17
1023,2015-06-28,yogurt,2014-05-17
1023,2015-06-28,berries,2014-05-17
1024,2015-08-10,fish,2015-08-10
1024,2015-08-10,root vegetables,2015-08-10
1024,2015-08-10,tropical fruit,2015-08-10
1024,2015-08-10,other vegetables,2015-08-10
1025,2014-02-06,coffee,2014-02-06
1025,2014-02-06,shopping bags,2014-02-06
1025,2014-03-10,ham,2014-02-06
1025,2014-03-10,cream cheese ,2014-02-06
1025,2015-08-19,canned beer,2014-02-06
1025,2015-08-19,UHT-milk,2014-02-06
1026,2014-03-08,sausage,2014-03-08
1026,2014-03-08,dessert,2014-03-08
1026,2014-03-08,rolls/buns,2014-03-08
1026,2014-03-08,pickled vegetables,2014-03-08
1026,2014-06-18,root vegetables,2014-03-08
1026,2014-06-18,long life bakery product,2014-03-08
1026,2014-08-23,citrus fruit,2014-03-08
1026,2014-08-23,yogurt,2014-03-08
1026,2015-03-15,fruit/vegetable juice,2014-03-08
1026,2015-03-15,salty snack,2014-03-08
1026,2015-03-15,candy,2014-03-08
1026,2015-03-15,dental care,2014-03-08
1026,2015-03-15,butter,2014-03-08
1026,2015-05-28,root vegetables,2014-03-08
1026,2015-05-28,whipped/sour cream,2014-03-08
1026,2015-05-28,root vegetables,2014-03-08
1026,2015-05-28,canned beer,2014-03-08
1027,2014-05-14,softener,2014-05-14
1027,2014-05-14,salt,2014-05-14
1027,2014-05-14,whole milk,2014-05-14
1027,2014-09-22,rolls/buns,2014-05-14
1027,2014-09-22,bottled water,2014-05-14
1027,2015-02-25,rolls/buns,2014-05-14
1027,2015-02-25,red/blush wine,2014-05-14
1027,2015-05-17,pork,2014-05-14
1027,2015-05-17,hamburger meat,2014-05-14
1028,2014-04-05,rolls/buns,2014-04-05
1028,2014-04-05,sugar,2014-04-05
1028,2014-04-24,rolls/buns,2014-04-05
1028,2014-04-24,baking powder,2014-04-05
1028,2014-04-24,onions,2014-04-05
1028,2014-04-24,bottled water,2014-04-05
1028,2014-11-10,soda,2014-04-05
1028,2014-11-10,butter,2014-04-05
1028,2015-06-02,onions,2014-04-05
1028,2015-06-02,canned beer,2014-04-05
1028,2015-06-02,flower (seeds),2014-04-05
1028,2015-07-11,specialty chocolate,2014-04-05
1028,2015-07-11,root vegetables,2014-04-05
1029,2015-03-14,dessert,2015-03-14
1029,2015-03-14,ham,2015-03-14
1031,2014-03-04,ice cream,2014-03-04
1031,2014-03-04,pot plants,2014-03-04
1031,2015-08-26,beverages,2014-03-04
1031,2015-08-26,cream cheese ,2014-03-04
1031,2015-10-15,other vegetables,2014-03-04
1031,2015-10-15,other vegetables,2014-03-04
1031,2015-10-15,berries,2014-03-04
1032,2014-01-26,whipped/sour cream,2014-01-26
1032,2014-01-26,newspapers,2014-01-26
1032,2014-09-23,white bread,2014-01-26
1032,2014-09-23,whole milk,2014-01-26
1032,2014-09-23,pastry,2014-01-26
1032,2014-09-23,shopping bags,2014-01-26
1032,2015-06-15,berries,2014-01-26
1032,2015-06-15,soda,2014-01-26
1032,2015-06-15,butter,2014-01-26
1032,2015-06-15,other vegetables,2014-01-26
1032,2015-06-15,white bread,2014-01-26
1032,2015-06-15,cream cheese ,2014-01-26
1032,2015-07-13,ice cream,2014-01-26
1032,2015-07-13,whipped/sour cream,2014-01-26
1032,2015-08-23,yogurt,2014-01-26
1032,2015-08-23,root vegetables,2014-01-26
1033,2014-03-02,frankfurter,2014-03-02
1033,2014-03-02,pastry,2014-03-02
1033,2014-04-18,fruit/vegetable juice,2014-03-02
1033,2014-04-18,dessert,2014-03-02
1033,2014-04-21,sausage,2014-03-02
1033,2014-04-21,snack products,2014-03-02
1033,2014-04-21,rolls/buns,2014-03-02
1033,2015-04-22,tropical fruit,2014-03-02
1033,2015-04-22,soda,2014-03-02
1033,2015-04-22,rolls/buns,2014-03-02
1033,2015-06-15,chicken,2014-03-02
1033,2015-06-15,waffles,2014-03-02
1034,2014-02-24,pip fruit,2014-02-24
1034,2014-02-24,cling film/bags,2014-02-24
1034,2014-02-24,yogurt,2014-02-24
1034,2014-02-24,cat food,2014-02-24
1034,2014-04-28,bottled water,2014-02-24
1034,2014-04-28,domestic eggs,2014-02-24
1034,2014-04-28,frozen meals,2014-02-24
1034,2014-05-13,tropical fruit,2014-02-24
1034,2014-05-13,newspapers,2014-02-24
1035,2014-06-25,whole milk,2014-06-25
1035,2014-06-25,frozen vegetables,2014-06-25
1035,2014-08-15,pip fruit,2014-06-25
1035,2014-08-15,white wine,2014-06-25
1035,2014-08-15,white bread,2014-06-25
1035,2014-08-15,salt,2014-06-25
1035,2015-04-24,whole milk,2014-06-25
1035,2015-04-24,yogurt,2014-06-25
1035,2015-04-24,yogurt,2014-06-25
1035,2015-04-24,rolls/buns,2014-06-25
1035,2015-05-23,sausage,2014-06-25
1035,2015-05-23,frozen vegetables,2014-06-25
1035,2015-09-08,whole milk,2014-06-25
1035,2015-09-08,newspapers,2014-06-25
1036,2014-01-20,fruit/vegetable juice,2014-01-20
1036,2014-01-20,vinegar,2014-01-20
1037,2014-02-24,tropical fruit,2014-02-24
1037,2014-02-24,white bread,2014-02-24
1037,2014-02-24,rolls/buns,2014-02-24
1037,2014-06-06,citrus fruit,2014-02-24
1037,2014-06-06,shopping bags,2014-02-24
1037,2014-06-06,chewing gum,2014-02-24
1037,2014-06-06,cake bar,2014-02-24
1037,2015-12-16,frankfurter,2014-02-24
1037,2015-12-16,yogurt,2014-02-24
1037,2015-12-16,canned beer,2014-02-24
1038,2014-01-28,margarine,2014-01-28
1038,2014-01-28,napkins,2014-01-28
1038,2015-02-21,sausage,2014-01-28
1038,2015-02-21,pork,2014-01-28
1038,2015-02-21,butter,2014-01-28
1038,2015-02-21,whole milk,2014-01-28
1038,2015-02-21,fruit/vegetable juice,2014-01-28
1038,2015-04-02,whole milk,2014-01-28
1038,2015-04-02,pip fruit,2014-01-28
1038,2015-04-02,whipped/sour cream,2014-01-28
1038,2015-04-10,other vegetables,2014-01-28
1038,2015-04-10,specialty chocolate,2014-01-28
1038,2015-04-23,pip fruit,2014-01-28
1038,2015-04-23,herbs,2014-01-28
1038,2015-04-23,frozen meals,2014-01-28
1038,2015-12-14,Instant food products,2014-01-28
1038,2015-12-14,whipped/sour cream,2014-01-28
1038,2015-12-14,butter,2014-01-28
1038,2015-12-14,cake bar,2014-01-28
1039,2015-05-31,salty snack,2015-05-31
1039,2015-05-31,rolls/buns,2015-05-31
1040,2014-06-14,yogurt,2014-06-14
1040,2014-06-14,rolls/buns,2014-06-14
1040,2014-09-03,whole milk,2014-06-14
1040,2014-09-03,pasta,2014-06-14
1040,2014-09-03,rolls/buns,2014-06-14
1040,2014-10-24,root vegetables,2014-06-14
1040,2014-10-24,white bread,2014-06-14
1040,2015-11-26,tropical fruit,2014-06-14
1040,2015-11-26,chicken,2014-06-14
1040,2015-11-26,onions,2014-06-14
1040,2015-11-26,packaged fruit/vegetables,2014-06-14
1041,2014-06-13,chicken,2014-06-13
1041,2014-06-13,frozen vegetables,2014-06-13
1041,2014-06-13,candy,2014-06-13
1041,2014-06-29,tropical fruit,2014-06-13
1041,2014-06-29,brown bread,2014-06-13
1041,2014-06-29,whole milk,2014-06-13
1041,2014-07-07,prosecco,2014-06-13
1041,2014-07-07,dessert,2014-06-13
1041,2015-04-02,hamburger meat,2014-06-13
1041,2015-04-02,yogurt,2014-06-13
1042,2015-02-12,beef,2015-02-12
1042,2015-02-12,dessert,2015-02-12
1042,2015-05-22,citrus fruit,2015-02-12
1042,2015-05-22,bottled water,2015-02-12
1042,2015-10-16,whole milk,2015-02-12
1042,2015-10-16,other vegetables,2015-02-12
1043,2014-03-14,tropical fruit,2014-03-14
1043,2014-03-14,sliced cheese,2014-03-14
1043,2014-06-16,napkins,2014-03-14
1043,2014-06-16,whole milk,2014-03-14
1043,2014-06-16,chocolate marshmallow,2014-03-14
1043,2015-01-10,citrus fruit,2014-03-14
1043,2015-01-10,rolls/buns,2014-03-14
1043,2015-01-10,whole milk,2014-03-14
1044,2015-02-09,tropical fruit,2015-02-09
1044,2015-02-09,other vegetables,2015-02-09
1044,2015-10-25,root vegetables,2015-02-09
1044,2015-10-25,curd,2015-02-09
1045,2014-01-12,root vegetables,2014-01-12
1045,2014-01-12,yogurt,2014-01-12
1045,2014-01-12,butter,2014-01-12
1045,2014-01-12,yogurt,2014-01-12
1045,2014-04-10,fruit/vegetable juice,2014-01-12
1045,2014-04-10,specialty chocolate,2014-01-12
1045,2014-04-10,Instant food products,2014-01-12
1045,2015-11-25,chicken,2014-01-12
1045,2015-11-25,onions,2014-01-12
1046,2015-06-18,whole milk,2015-06-18
1046,2015-06-18,pastry,2015-06-18
1046,2015-06-24,pork,2015-06-18
1046,2015-06-24,bottled water,2015-06-18
1047,2014-12-17,pip fruit,2014-12-17
1047,2014-12-17,soda,2014-12-17
1047,2015-01-04,curd,2014-12-17
1047,2015-01-04,soda,2014-12-17
1047,2015-08-09,sweet spreads,2014-12-17
1047,2015-08-09,butter,2014-12-17
1048,2015-10-06,rolls/buns,2015-10-06
1048,2015-10-06,condensed milk,2015-10-06
1048,2015-10-06,whole milk,2015-10-06
1048,2015-10-06,soda,2015-10-06
1048,2015-10-18,rolls/buns,2015-10-06
1048,2015-10-18,tropical fruit,2015-10-06
1049,2014-01-07,specialty bar,2014-01-07
1049,2014-01-07,margarine,2014-01-07
1049,2015-07-01,butter,2014-01-07
1049,2015-07-01,whole milk,2014-01-07
1049,2015-08-04,white bread,2014-01-07
1049,2015-08-04,candy,2014-01-07
1049,2015-09-05,frankfurter,2014-01-07
1049,2015-09-05,herbs,2014-01-07
1050,2014-02-15,waffles,2014-02-15
1050,2014-02-15,beverages,2014-02-15
1050,2014-03-06,house keeping products,2014-02-15
1050,2014-03-06,yogurt,2014-02-15
1050,2014-05-30,pasta,2014-02-15
1050,2014-05-30,yogurt,2014-02-15
1050,2014-05-30,cat food,2014-02-15
1050,2014-10-10,whipped/sour cream,2014-02-15
1050,2014-10-10,hygiene articles,2014-02-15
1050,2014-10-12,UHT-milk,2014-02-15
1050,2014-10-12,other vegetables,2014-02-15
1050,2014-10-12,dishes,2014-02-15
1050,2015-05-04,meat,2014-02-15
1050,2015-05-04,whole milk,2014-02-15
1051,2014-01-13,hamburger meat,2014-01-13
1051,2014-01-13,bottled beer,2014-01-13
1051,2014-09-17,pork,2014-01-13
1051,2014-09-17,coffee,2014-01-13
1051,2014-09-17,frozen vegetables,2014-01-13
1051,2014-12-26,shopping bags,2014-01-13
1051,2014-12-26,shopping bags,2014-01-13
1051,2015-08-12,other vegetables,2014-01-13
1051,2015-08-12,soda,2014-01-13
1051,2015-08-12,rolls/buns,2014-01-13
1051,2015-08-12,dishes,2014-01-13
1051,2015-10-12,tropical fruit,2014-01-13
1051,2015-10-12,other vegetables,2014-01-13
1051,2015-10-12,hamburger meat,2014-01-13
1051,2015-10-12,popcorn,2014-01-13
1051,2015-10-12,female sanitary products,2014-01-13
1051,2015-11-10,fish,2014-01-13
1051,2015-11-10,tropical fruit,2014-01-13
1051,2015-11-10,red/blush wine,2014-01-13
1051,2015-11-10,cream cheese ,2014-01-13
1052,2014-01-04,beef,2014-01-04
1052,2014-01-04,shopping bags,2014-01-04
1052,2014-01-15,root vegetables,2014-01-04
1052,2014-01-15,grapes,2014-01-04
1052,2014-03-24,chicken,2014-01-04
1052,2014-03-24,beverages,2014-01-04
1052,2014-03-24,coffee,2014-01-04
1052,2014-09-29,butter,2014-01-04
1052,2014-09-29,dog food,2014-01-04
1052,2014-10-13,soda,2014-01-04
1052,2014-10-13,whole milk,2014-01-04
1052,2014-11-20,bottled water,2014-01-04
1052,2014-11-20,chewing gum,2014-01-04
1052,2014-12-05,soda,2014-01-04
1052,2014-12-05,hamburger meat,2014-01-04
1052,2015-05-15,frankfurter,2014-01-04
1052,2015-05-15,whipped/sour cream,2014-01-04
1052,2015-07-06,butter milk,2014-01-04
1052,2015-07-06,yogurt,2014-01-04
1052,2015-07-06,yogurt,2014-01-04
1052,2015-07-06,margarine,2014-01-04
1052,2015-10-27,pork,2014-01-04
1052,2015-10-27,other vegetables,2014-01-04
1052,2015-10-27,yogurt,2014-01-04
1052,2015-10-27,shopping bags,2014-01-04
1052,2015-10-27,soft cheese,2014-01-04
1052,2015-10-27,detergent,2014-01-04
1053,2014-04-30,soda,2014-04-30
1053,2014-04-30,soda,2014-04-30
1053,2014-05-16,waffles,2014-04-30
1053,2014-05-16,rolls/buns,2014-04-30
1053,2014-05-23,whole milk,2014-04-30
1053,2014-05-23,sugar,2014-04-30
1053,2014-11-05,chicken,2014-04-30
1053,2014-11-05,frozen vegetables,2014-04-30
1053,2014-12-10,other vegetables,2014-04-30
1053,2014-12-10,whole milk,2014-04-30
1053,2015-07-09,hamburger meat,2014-04-30
1053,2015-07-09,pastry,2014-04-30
1054,2014-01-16,soda,2014-01-16
1054,2014-01-16,fruit/vegetable juice,2014-01-16
1054,2015-09-02,bottled beer,2014-01-16
1054,2015-09-02,oil,2014-01-16
1054,2015-10-04,frankfurter,2014-01-16
1054,2015-10-04,citrus fruit,2014-01-16
1054,2015-10-04,margarine,2014-01-16
1054,2015-10-21,photo/film,2014-01-16
1054,2015-10-21,other vegetables,2014-01-16
1055,2014-08-05,pork,2014-08-05
1055,2014-08-05,white wine,2014-08-05
1055,2015-05-25,bottled water,2014-08-05
1055,2015-05-25,yogurt,2014-08-05
1055,2015-05-25,newspapers,2014-08-05
1055,2015-05-25,soda,2014-08-05
1056,2014-09-24,ham,2014-09-24
1056,2014-09-24,whole milk,2014-09-24
1056,2015-09-13,pip fruit,2014-09-24
1056,2015-09-13,other vegetables,2014-09-24
1056,2015-11-09,whipped/sour cream,2014-09-24
1056,2015-11-09,meat spreads,2014-09-24
1057,2014-01-06,soda,2014-01-06
1057,2014-01-06,domestic eggs,2014-01-06
1057,2014-01-06,sliced cheese,2014-01-06
1057,2014-01-06,soda,2014-01-06
1057,2014-03-05,salty snack,2014-01-06
1057,2014-03-05,pickled vegetables,2014-01-06
1057,2014-06-08,tropical fruit,2014-01-06
1057,2014-06-08,UHT-milk,2014-01-06
1058,2014-05-24,chicken,2014-05-24
1058,2014-05-24,other vegetables,2014-05-24
1058,2014-08-07,yogurt,2014-05-24
1058,2014-08-07,root vegetables,2014-05-24
1058,2015-04-06,sausage,2014-05-24
1058,2015-04-06,bottled water,2014-05-24
1058,2015-11-10,root vegetables,2014-05-24
1058,2015-11-10,other vegetables,2014-05-24
1059,2014-06-11,dessert,2014-06-11
1059,2014-06-11,spread cheese,2014-06-11
1059,2014-06-14,sausage,2014-06-11
1059,2014-06-14,salty snack,2014-06-11
1059,2014-06-14,cling film/bags,2014-06-11
1061,2014-03-17,soda,2014-03-17
1061,2014-03-17,fruit/vegetable juice,2014-03-17
1061,2014-03-17,bottled beer,2014-03-17
1061,2014-05-19,beef,2014-03-17
1061,2014-05-19,chocolate,2014-03-17
1061,2014-07-31,whipped/sour cream,2014-03-17
1061,2014-07-31,hard cheese,2014-03-17
1061,2014-10-23,beverages,2014-03-17
1061,2014-10-23,dessert,2014-03-17
1061,2015-09-05,whole milk,2014-03-17
1061,2015-09-05,tropical fruit,2014-03-17
1061,2015-09-05,root vegetables,2014-03-17
1061,2015-09-05,Instant food products,2014-03-17
1061,2015-09-05,margarine,2014-03-17
1062,2014-01-26,whole milk,2014-01-26
1062,2014-01-26,sauces,2014-01-26
1062,2014-05-08,white bread,2014-01-26
1062,2014-05-08,frozen fruits,2014-01-26
1062,2014-11-07,ham,2014-01-26
1062,2014-11-07,whipped/sour cream,2014-01-26
1062,2014-11-07,ketchup,2014-01-26
1062,2015-04-16,tropical fruit,2014-01-26
1062,2015-04-16,whole milk,2014-01-26
1062,2015-04-16,other vegetables,2014-01-26
1062,2015-04-16,long life bakery product,2014-01-26
1062,2015-09-18,other vegetables,2014-01-26
1062,2015-09-18,yogurt,2014-01-26
1062,2015-09-18,whole milk,2014-01-26
1062,2015-09-18,butter,2014-01-26
1062,2015-09-18,shopping bags,2014-01-26
1063,2014-06-07,whole milk,2014-06-07
1063,2014-06-07,citrus fruit,2014-06-07
1063,2015-01-23,rolls/buns,2014-06-07
1063,2015-01-23,candy,2014-06-07
1064,2014-04-21,cream cheese ,2014-04-21
1064,2014-04-21,rolls/buns,2014-04-21
1064,2014-09-03,root vegetables,2014-04-21
1064,2014-09-03,whole milk,2014-04-21
1064,2015-07-25,long life bakery product,2014-04-21
1064,2015-07-25,root vegetables,2014-04-21
1064,2015-07-25,other vegetables,2014-04-21
1065,2014-01-14,tropical fruit,2014-01-14
1065,2014-01-14,whole milk,2014-01-14
1065,2014-01-14,long life bakery product,2014-01-14
1065,2014-01-14,rum,2014-01-14
